arc_length,stress_height_5.0,stress_height_7.5,stress_height_10.0,stress_height_12.5,stress_height_15.0
3.190015764520765984e+01,1.249190863592475509e+01,3.417383282038076064e+00,2.286845164876648795e+00,3.118291694717687079e+00,5.411239891636098420e+00
3.206805321176138790e+01,1.471275465655603831e+01,3.601979210022538958e+00,2.278790455999958997e+00,3.068576502688300067e+00,5.338310576374933447e+00
3.223594877831511241e+01,1.756406059200091008e+01,3.811397821373365691e+00,2.274674977136435849e+00,3.017888693976404024e+00,5.263509961281607197e+00
3.240384434486883691e+01,2.181732702733581064e+01,4.048869393742501543e+00,2.275164459938769479e+00,2.966321364937159366e+00,5.186942319223692088e+00
3.257173991142256142e+01,2.630406658599547498e+01,4.318000306169745173e+00,2.280976975169716869e+00,2.913971414943292260e+00,5.108695007985859959e+00
3.273963547797628593e+01,3.898983956943300910e+01,4.623176274421051168e+00,2.292896276075946815e+00,2.860953389060779450e+00,5.028867037485717617e+00
3.290753104453001043e+01,4.312397408531268184e+01,4.969438225100748063e+00,2.311754657506562616e+00,2.807387282117911553e+00,4.947544225268528884e+00
3.307542661108373494e+01,1.176979933760102739e+02,5.363046732418078832e+00,2.338448058145418784e+00,2.753430079288317955e+00,4.864818637450325944e+00
3.324332217763745945e+01,1.187042437710757383e+02,5.811401219730011114e+00,2.373905974916727946e+00,2.699245661671038743e+00,4.780782017839904086e+00
3.341121774419118395e+01,1.057576506499479137e+03,6.323790000095780073e+00,2.419106844603797768e+00,2.645019594099796034e+00,4.695542704027146463e+00
